year	lgID	tmID	rank	Games	Wins	Losses	Ties	Points	GF	GA	Name	PIM	tmNumber
1909	NHA	COB	4	12	4	8	0	8	79	104	Cobalt Silver Kings		1
1909	NHA	HAI	5	12	4	8	0	8	77	83	Haileybury Hockey Club		2
1909	NHA	LES	7	12	2	10	0	4	59	100	Les Canadiens		3
1909	NHA	MOS	6	12	3	8	1	7	52	95	Montreal Shamrocks		4
1909	NHA	MOW	1	12	11	1	0	22	91	41	Montreal Wanderers		5
1909	NHA	OT1	2	12	9	3	0	18	89	66	Ottawa Senators		6
1909	NHA	REN	3	12	8	3	1	17	96	54	Renfrew Creamery Kings		7
1910	NHA	MOC	2	16	8	8	0	16	66	62	Montreal Canadiens		8
1910	NHA	MOW	4	16	7	9	0	14	73	88	Montreal Wanderers		9
1910	NHA	OT1	1	16	13	3	0	26	122	69	Ottawa Senators		10
1910	NHA	QU1	5	16	4	12	0	8	65	97	Quebec Bulldogs		11
1910	NHA	REN	3	16	8	8	0	16	91	101	Renfrew Creamery Kings		12
1911	NHA	MOC	4	18	8	10	0	16	59	66	Montreal Canadiens		13
1911	NHA	MOW	3	18	9	9	0	18	95	96	Montreal Wanderers		14
1911	NHA	OT1	2	18	9	9	0	18	99	93	Ottawa Senators		15
1911	NHA	QU1	1	18	10	8	0	20	81	79	Quebec Bulldogs		16
1911	PCHA	NWR	1	15	9	6	0	18	78	77	New Westminster Royals		17
1911	PCHA	VA1	3	16	7	9	0	14	81	90	Victoria Aristocrats		18
1911	PCHA	VML	2	15	7	8	0	14	102	94	Vancouver Millionaires		19
1912	NHA	MOC	5	20	9	11	0	18	83	81	Montreal Canadiens		20
1912	NHA	MOW	2	20	10	10	0	20	93	90	Montreal Wanderers		21
1912	NHA	OT1	3	20	9	11	0	18	87	81	Ottawa Senators		22
1912	NHA	QU1	1	20	16	4	0	32	112	75	Quebec Bulldogs		23
1912	NHA	TBS	4	20	9	11	0	18	86	95	Toronto Blueshirts		24
1912	NHA	TO1	6	20	7	13	0	14	59	98	Toronto Tecumsehs		25
1912	PCHA	NWR	3	13	4	9	0	8	46	61	New Westminster Royals		26
1912	PCHA	VA1	1	15	10	5	0	20	68	56	Victoria Aristocrats		27
1912	PCHA	VML	2	14	7	7	0	14	71	68	Vancouver Millionaires		28
1913	NHA	MOC	2	20	13	7	0	26	85	65	Montreal Canadiens		29
1913	NHA	MOW	5	20	7	13	0	14	102	125	Montreal Wanderers		30
1913	NHA	OT1	4	20	11	9	0	22	65	71	Ottawa Senators		31
1913	NHA	QU1	3	20	12	8	0	24	111	73	Quebec Bulldogs		32
1913	NHA	TBS	1	20	13	7	0	26	93	65	Toronto Blueshirts		33
1913	NHA	TOO	6	20	4	16	0	8	61	118	Toronto Ontarios		34
1913	PCHA	NWR	3	16	7	9	0	14	75	81	New Westminster Royals		35
1913	PCHA	VA1	1	16	10	6	0	20	86	80	Victoria Aristocrats		36
1913	PCHA	VML	2	16	7	9	0	14	89	89	Vancouver Millionaires		37
1914	NHA	MOC	6	20	6	14	0	12	65	81	Montreal Canadiens		38
1914	NHA	MOW	2	20	14	6	0	28	127	82	Montreal Wanderers		39
1914	NHA	OT1	1	20	14	6	0	28	74	65	Ottawa Senators		40
1914	NHA	QU1	3	20	11	9	0	22	85	85	Quebec Bulldogs		41
1914	NHA	TBS	4	20	8	12	0	16	66	84	Toronto Blueshirts		42
1914	NHA	TOO	5	20	7	13	0	14	76	96	Toronto Ontarios/Shamrocks		43
1914	PCHA	PO1	2	18	9	9	0	18	91	83	Portland Rosebuds		44
1914	PCHA	VA1	3	17	4	13	0	8	64	116	Victoria Aristocrats		45
1914	PCHA	VML	1	17	13	4	0	26	115	71	Vancouver Millionaires		46
1915	NHA	MOC	1	24	16	7	1	33	104	76	Montreal Canadiens		47
1915	NHA	MOW	4	24	10	14	0	20	90	116	Montreal Wanderers		48
1915	NHA	OT1	2	24	13	11	0	26	78	72	Ottawa Senators		49
1915	NHA	QU1	3	24	10	12	2	22	91	98	Quebec Bulldogs		50
1915	NHA	TBS	5	24	9	14	1	19	97	98	Toronto Blueshirts		51
1915	PCHA	PO1	1	18	13	5	0	26	71	50	Portland Rosebuds		52
1915	PCHA	SEA	3	18	9	9	0	18	68	67	Seattle Metropolitans		53
1915	PCHA	VA1	4	18	5	13	0	10	74	102	Victoria Aristocrats		54
1915	PCHA	VML	2	18	9	9	0	18	75	69	Vancouver Millionaires		55
1916	NHA	MOC	2	20	10	10	0	20	89	80	Montreal Canadiens		56
1916	NHA	MOW	6	20	5	15	0	10	94	137	Montreal Wanderers		57
1916	NHA	OT1	1	20	15	5	0	30	119	63	Ottawa Senators		58
1916	NHA	QU1	2	20	10	10	0	20	97	126	Quebec Bulldogs		59
1916	NHA	TBS	4	14	7	7	0	14	64	61	Toronto Blueshirts		60
1916	NHA	TOB	4	14	7	7	0	14	73	69	228th Battalion		61
1916	PCHA	PO1	3	24	9	15	0	18	114	112	Portland Rosebuds		62
1916	PCHA	SEA	1	24	16	8	0	32	125	80	Seattle Metropolitans		63
1916	PCHA	SPO	4	23	8	15	0	16	89	143	Spokane Canaries		64
1916	PCHA	VML	2	23	14	9	0	28	131	124	Vancouver Millionaires		65
1917	NHL	MTL	1	22	13	9	0	26	115	84	Montreal Canadiens	336	66
1917	NHL	MTW	4	6	1	5	0	2	17	35	Montreal Wanderers	27	67
1917	NHL	OTS	3	22	9	13	0	18	102	114	Ottawa Senators	333	68
1917	NHL	TOA	1	22	13	9	0	26	108	109	Toronto Arenas	355	69
1917	PCHA	PO1	3	18	7	11	0	14	63	75	Portland Rosebuds		70
1917	PCHA	SEA	1	18	11	7	0	22	67	65	Seattle Metropolitans		71
1917	PCHA	VML	2	18	9	9	0	18	70	60	Vancouver Millionaires		72
1918	NHL	MTL	2	18	10	8	0	20	88	78	Montreal Canadiens	253	73
1918	NHL	OTS	1	18	12	6	0	24	71	53	Ottawa Senators	241	74
1918	NHL	TOA	3	18	5	13	0	10	64	92	Toronto Arenas	269	75
1918	PCHA	SEA	2	20	11	9	0	22	66	46	Seattle Metropolitans		76
1918	PCHA	VA2	3	20	7	13	0	14	44	81	Victoria Aristocrats		77
1918	PCHA	VML	1	20	12	8	0	24	72	55	Vancouver Millionaires		78
1919	NHL	MTL	2	24	13	11	0	26	129	113	Montreal Canadiens	297	79
1919	NHL	OTS	1	24	19	5	0	38	121	64	Ottawa Senators	305	80
1919	NHL	QUB	4	24	4	20	0	8	91	177	Quebec Bulldogs	123	81
1919	NHL	TRS	3	24	12	12	0	24	119	106	Toronto St. Patricks	253	82
1919	PCHA	SEA	1	22	12	10	0	24	59	55	Seattle Metropolitans		83
1919	PCHA	VA2	3	22	10	12	0	20	57	71	Victoria Aristocrats		84
1919	PCHA	VML	2	22	11	11	0	22	75	65	Vancouver Millionaires		85
1920	NHL	HAM	4	24	6	18	0	12	92	132	Hamilton Tigers	183	86
1920	NHL	MTL	3	24	13	11	0	26	112	99	Montreal Canadiens	325	87
1920	NHL	OTS	2	24	14	10	0	28	97	75	Ottawa Senators	179	88
1920	NHL	TRS	1	24	15	9	0	30	105	100	Toronto St. Patricks	287	89
1920	PCHA	SEA	2	24	12	11	1	25	77	68	Seattle Metropolitans		90
1920	PCHA	VA2	3	24	10	13	1	21	72	88	Victoria Aristocrats		91
1920	PCHA	VML	1	24	13	11	0	26	86	79	Vancouver Millionaires		92
1921	NHL	HAM	4	24	7	17	0	14	88	105	Hamilton Tigers	106	93
1921	NHL	MTL	3	24	12	11	1	25	88	94	Montreal Canadiens	206	94
1921	NHL	OTS	1	24	14	8	2	30	106	84	Ottawa Senators	111	95
1921	NHL	TRS	2	24	13	10	1	27	98	97	Toronto St. Patricks	160	96
1921	PCHA	SEA	1	24	12	11	1	25	65	64	Seattle Metropolitans		97
1921	PCHA	VA2	3	24	11	12	1	23	61	71	Victoria Aristocrats		98
1921	PCHA	VML	2	24	12	12	0	24	77	68	Vancouver Millionaires		99
1921	WCHL	CAT	3	24	14	10	0	28	75	62	Calgary Tigers		100
1921	WCHL	EDE	1	24	15	9	0	30	117	76	Edmonton Eskimos		101
1921	WCHL	REG	2	24	14	10	0	28	94	78	Regina Capitals		102
1921	WCHL	SMJ	4	24	5	19	0	10	67	137	Saskatoon/Moose Jaw Sheiks		103
1922	NHL	HAM	4	24	6	18	0	12	81	110	Hamilton Tigers	188	104
1922	NHL	MTL	2	24	13	9	2	28	73	61	Montreal Canadiens	193	105
1922	NHL	OTS	1	24	14	9	1	29	77	54	Ottawa Senators	195	106
1922	NHL	TRS	3	24	13	10	1	27	82	88	Toronto St. Patricks	241	107
1922	PCHA	SEA	3	30	15	15	0	30	100	106	Seattle Metropolitans		108
1922	PCHA	VAM	1	30	17	12	1	35	116	88	Vancouver Maroons		109
1922	PCHA	VC1	2	30	16	14	0	32	94	85	Victoria Cougars		110
1922	WCHL	CAT	3	30	12	18	0	24	91	106	Calgary Tigers		111
1922	WCHL	EDE	1	30	19	10	1	39	112	90	Edmonton Eskimos		112
1922	WCHL	REG	2	30	16	14	0	32	93	97	Regina Capitals		113
1922	WCHL	SAC	4	30	8	20	2	18	91	125	Saskatoon Crescents		114
1923	NHL	HAM	4	24	9	15	0	18	63	68	Hamilton Tigers	171	115
1923	NHL	MTL	2	24	13	11	0	26	59	48	Montreal Canadiens	187	116
1923	NHL	OTS	1	24	16	8	0	32	74	54	Ottawa Senators	178	117
1923	NHL	TRS	3	24	10	14	0	20	59	85	Toronto St. Patricks	242	118
1923	PCHA	SEA	1	30	14	16	0	28	84	99	Seattle Metropolitans		119
1923	PCHA	VAM	2	30	13	16	1	27	87	80	Vancouver Maroons		120
1923	PCHA	VC1	3	30	11	18	1	23	78	103	Victoria Cougars		121
1923	WCHL	CAT	1	30	18	11	1	37	83	72	Calgary Tigers		122
1923	WCHL	EDE	4	30	11	15	4	26	69	81	Edmonton Eskimos		123
1923	WCHL	REG	2	30	17	11	2	36	83	67	Regina Capitals		124
1923	WCHL	SAC	3	30	15	12	3	33	91	73	Saskatoon Crescents		125
1924	NHL	BOS	6	30	6	24	0	12	49	119	Boston Bruins	231	126
1924	NHL	HAM	1	30	19	10	1	39	90	60	Hamilton Tigers	335	127
1924	NHL	MTL	3	30	17	11	2	36	93	56	Montreal Canadiens	406	128
1924	NHL	MTM	5	30	9	19	2	20	45	65	Montreal Maroons	292	129
1924	NHL	OTS	4	30	17	12	1	35	83	66	Ottawa Senators	350	130
1924	NHL	TRS	2	30	19	11	0	38	90	84	Toronto St. Patricks	274	131
1924	WCHL	CAT	1	28	17	11	0	34	96	80	Calgary Tigers		132
1924	WCHL	EDE	4	28	14	13	1	29	97	109	Edmonton Eskimos		133
1924	WCHL	REG	6	28	8	20	0	16	82	123	Regina Capitals		134
1924	WCHL	SAS	2	28	16	11	1	33	102	75	Saskatoon Sheiks		135
1924	WCHL	VIC	3	28	16	12	0	32	84	63	Victoria Cougars		136
1924	WCHL	VMR	5	28	12	16	0	24	91	102	Vancouver Maroons		137
1925	NHL	BOS	4	36	17	15	4	38	92	85	Boston Bruins	292	138
1925	NHL	MTL	7	36	11	24	1	23	79	108	Montreal Canadiens	458	139
1925	NHL	MTM	2	36	20	11	5	45	91	73	Montreal Maroons	554	140
1925	NHL	NYA	5	36	12	20	4	28	68	89	New York Americans	341	141
1925	NHL	OTS	1	36	24	8	4	52	77	42	Ottawa Senators	339	142
1925	NHL	PIP	3	36	19	16	1	39	82	70	Pittsburgh Pirates	264	143
1925	NHL	TRS	6	36	12	21	3	27	92	114	Toronto St. Patricks	325	144
1925	WCHL	CAT	5	30	10	17	3	23	71	80	Calgary Tigers		145
1925	WCHL	EDE	1	30	19	11	0	38	94	77	Edmonton Eskimos		146
1925	WCHL	POR	4	30	12	16	2	26	84	110	Portland Rosebuds		147
1925	WCHL	SAS	2	30	18	11	1	37	93	64	Saskatoon Sheiks		148
1925	WCHL	VIC	3	30	15	11	4	34	68	53	Victoria Cougars		149
1925	WCHL	VMR	6	30	10	18	2	22	64	90	Vancouver Maroons		150
1926	NHL	BOS	2	44	21	20	3	45	97	89	Boston Bruins	499	151
1926	NHL	CHI	3	44	19	22	3	41	115	116	Chicago Black Hawks	436	152
1926	NHL	DTC	5	44	12	28	4	28	76	105	Detroit Cougars	419	153
1926	NHL	MTL	2	44	28	14	2	58	99	67	Montreal Canadiens	409	154
1926	NHL	MTM	3	44	20	20	4	44	71	68	Montreal Maroons	716	155
1926	NHL	NYA	4	44	17	25	2	36	82	91	New York Americans	359	156
1926	NHL	NYR	1	44	25	13	6	56	95	72	New York Rangers	385	157
1926	NHL	OTS	1	44	30	10	4	64	86	69	Ottawa Senators	607	158
1926	NHL	PIP	4	44	15	26	3	33	79	108	Pittsburgh Pirates	222	159
1926	NHL	TRS	5	44	15	24	5	35	79	94	Toronto St. Patricks	546	160
1927	NHL	BOS	1	44	20	13	11	51	77	70	Boston Bruins	557	161
1927	NHL	CHI	5	44	7	34	3	17	68	134	Chicago Black Hawks	377	162
1927	NHL	DTC	4	44	19	19	6	44	88	79	Detroit Cougars	395	163
1927	NHL	MTL	1	44	26	11	7	59	116	48	Montreal Canadiens	496	164
1927	NHL	MTM	2	44	24	14	6	54	96	77	Montreal Maroons	588	165
1927	NHL	NYA	5	44	11	27	6	28	63	128	New York Americans	590	166
1927	NHL	NYR	2	44	19	16	9	47	94	79	New York Rangers	463	167
1927	NHL	OTS	3	44	20	14	10	50	78	57	Ottawa Senators	483	168
1927	NHL	PIP	3	44	19	17	8	46	67	76	Pittsburgh Pirates	424	169
1927	NHL	TOR	4	44	18	18	8	44	89	88	Toronto Maple Leafs	522	170
1928	NHL	BOS	1	44	26	13	5	57	89	52	Boston Bruins	474	171
1928	NHL	CHI	5	44	7	29	8	22	33	85	Chicago Black Hawks	363	172
1928	NHL	DTC	3	44	19	16	9	47	72	63	Detroit Cougars	381	173
1928	NHL	MTL	1	44	22	7	15	59	71	43	Montreal Canadiens	465	174
1928	NHL	MTM	5	44	15	20	9	39	67	65	Montreal Maroons	636	175
1928	NHL	NYA	2	44	19	13	12	50	53	53	New York Americans	486	176
1928	NHL	NYR	2	44	21	13	10	52	72	65	New York Rangers	382	177
1928	NHL	OTS	4	44	14	17	13	41	54	67	Ottawa Senators	463	178
1928	NHL	PIP	4	44	9	27	8	26	46	80	Pittsburgh Pirates	324	179
1928	NHL	TOR	3	44	21	18	5	47	85	69	Toronto Maple Leafs	540	180
1929	NHL	BOS	1	44	38	5	1	77	179	98	Boston Bruins	447	181
1929	NHL	CHI	2	44	21	18	5	47	117	111	Chicago Black Hawks	573	182
1929	NHL	DTC	4	44	14	24	6	34	117	133	Detroit Cougars	473	183
1929	NHL	MTL	2	44	21	14	9	51	142	114	Montreal Canadiens	596	184
1929	NHL	MTM	1	44	23	16	5	51	141	114	Montreal Maroons	655	185
1929	NHL	NYA	5	44	14	25	5	33	113	161	New York Americans	384	186
1929	NHL	NYR	3	44	17	17	10	44	136	143	New York Rangers	437	187
1929	NHL	OTS	3	44	21	15	8	50	138	118	Ottawa Senators	558	188
1929	NHL	PIP	5	44	5	36	3	13	102	185	Pittsburgh Pirates	364	189
1929	NHL	TOR	4	44	17	21	6	40	116	124	Toronto Maple Leafs	607	190
1930	NHL	BOS	1	44	28	10	6	62	143	90	Boston Bruins	460	191
1930	NHL	CHI	2	44	24	17	3	51	108	78	Chicago Black Hawks	407	192
1930	NHL	DTF	4	44	16	21	7	39	102	105	Detroit Falcons	411	193
1930	NHL	MTL	1	44	26	10	8	60	129	89	Montreal Canadiens	602	194
1930	NHL	MTM	3	44	20	18	6	46	105	106	Montreal Maroons	606	195
1930	NHL	NYA	4	44	18	16	10	46	76	74	New York Americans	503	196
1930	NHL	NYR	3	44	19	16	9	47	106	87	New York Rangers	516	197
1930	NHL	OTS	5	44	10	30	4	24	91	142	Ottawa Senators	486	198
1930	NHL	PHQ	5	44	4	36	4	12	76	184	Philadelphia Quakers	468	199
1930	NHL	TOR	2	44	22	13	9	53	118	99	Toronto Maple Leafs	512	200
1931	NHL	BOS	4	48	15	21	12	42	122	117	Boston Bruins	372	201
1931	NHL	CHI	2	48	18	19	11	47	86	101	Chicago Black Hawks	469	202
1931	NHL	DTF	3	48	18	20	10	46	95	108	Detroit Falcons	419	203
1931	NHL	MTL	1	48	25	16	7	57	128	111	Montreal Canadiens	448	204
1931	NHL	MTM	3	48	19	22	7	45	142	139	Montreal Maroons	593	205
1931	NHL	NYA	4	48	16	24	8	40	95	142	New York Americans	589	206
1931	NHL	NYR	1	48	23	17	8	54	134	112	New York Rangers	511	207
1931	NHL	TOR	2	48	23	18	7	53	155	127	Toronto Maple Leafs	625	208
1932	NHL	BOS	1	48	25	15	8	58	124	88	Boston Bruins	517	209
1932	NHL	CHI	4	48	16	20	12	44	88	101	Chicago Black Hawks	401	210
1932	NHL	DET	2	48	25	15	8	58	111	93	Detroit Red Wings	462	211
1932	NHL	MTL	3	48	18	25	5	41	92	115	Montreal Canadiens	482	212
1932	NHL	MTM	2	48	22	20	6	50	135	119	Montreal Maroons	442	213
1932	NHL	NYA	4	48	15	22	11	41	91	118	New York Americans	478	214
1932	NHL	NYR	3	48	23	17	8	54	135	107	New York Rangers	599	215
1932	NHL	OTS	5	48	11	27	10	32	88	131	Ottawa Senators	398	216
1932	NHL	TOR	1	48	24	18	6	54	119	111	Toronto Maple Leafs	624	217
1933	NHL	BOS	4	48	18	25	5	41	111	130	Boston Bruins	378	218
1933	NHL	CHI	2	48	20	17	11	51	88	83	Chicago Black Hawks	335	219
1933	NHL	DET	1	48	24	14	10	58	113	98	Detroit Red Wings	368	220
1933	NHL	MTL	2	48	22	20	6	50	99	101	Montreal Canadiens	308	221
1933	NHL	MTM	3	48	19	18	11	49	117	122	Montreal Maroons	414	222
1933	NHL	NYA	4	48	15	23	10	40	104	132	New York Americans	374	223
1933	NHL	NYR	3	48	21	19	8	50	120	113	New York Rangers	401	224
1933	NHL	OTS	5	48	13	29	6	32	115	143	Ottawa Senators	352	225
1933	NHL	TOR	1	48	26	13	9	61	174	119	Toronto Maple Leafs	529	226
1934	NHL	BOS	1	48	26	16	6	58	129	112	Boston Bruins	379	227
1934	NHL	CHI	2	48	26	17	5	57	118	88	Chicago Black Hawks	387	228
1934	NHL	DET	4	48	19	22	7	45	127	114	Detroit Red Wings	326	229
1934	NHL	MTL	3	48	19	23	6	44	110	145	Montreal Canadiens	310	230
1934	NHL	MTM	2	48	24	19	5	53	123	92	Montreal Maroons	383	231
1934	NHL	NYA	4	48	12	27	9	33	100	142	New York Americans	250	232
1934	NHL	NYR	3	48	22	20	6	50	137	139	New York Rangers	341	233
1934	NHL	STE	5	48	11	31	6	28	86	144	St. Louis Eagles	402	234
1934	NHL	TOR	1	48	30	14	4	64	157	111	Toronto Maple Leafs	444	235
1935	NHL	BOS	2	48	22	20	6	50	92	83	Boston Bruins	399	236
1935	NHL	CHI	3	48	21	19	8	50	93	92	Chicago Black Hawks	409	237
1935	NHL	DET	1	48	24	16	8	56	124	103	Detroit Red Wings	376	238
1935	NHL	MTL	4	48	11	26	11	33	82	123	Montreal Canadiens	317	239
1935	NHL	MTM	1	48	22	16	10	54	114	106	Montreal Maroons	504	240
1935	NHL	NYA	3	48	16	25	7	39	109	122	New York Americans	392	241
1935	NHL	NYR	4	48	19	17	12	50	91	96	New York Rangers	387	242
1935	NHL	TOR	2	48	23	19	6	52	126	106	Toronto Maple Leafs	579	243
1936	NHL	BOS	2	48	23	18	7	53	120	110	Boston Bruins	303	244
1936	NHL	CHI	4	48	14	27	7	35	99	131	Chicago Black Hawks	291	245
1936	NHL	DET	1	48	25	14	9	59	128	102	Detroit Red Wings	244	246
1936	NHL	MTL	1	48	24	18	6	54	115	111	Montreal Canadiens	304	247
1936	NHL	MTM	2	48	22	17	9	53	126	110	Montreal Maroons	381	248
1936	NHL	NYA	4	48	15	29	4	34	122	161	New York Americans	483	249
1936	NHL	NYR	3	48	19	20	9	47	117	106	New York Rangers	312	250
1936	NHL	TOR	3	48	22	21	5	49	119	115	Toronto Maple Leafs	371	251
1937	NHL	BOS	1	48	30	11	7	67	142	89	Boston Bruins	280	252
1937	NHL	CHI	3	48	14	25	9	37	97	139	Chicago Black Hawks	242	253
1937	NHL	DET	4	48	12	25	11	35	99	133	Detroit Red Wings	262	254
1937	NHL	MTL	3	48	18	17	13	49	123	128	Montreal Canadiens	342	255
1937	NHL	MTM	4	48	12	30	6	30	101	149	Montreal Maroons	470	256
1937	NHL	NYA	2	48	19	18	11	49	110	111	New York Americans	327	257
1937	NHL	NYR	2	48	27	15	6	60	149	96	New York Rangers	445	258
1937	NHL	TOR	1	48	24	15	9	57	151	127	Toronto Maple Leafs	404	259
1938	NHL	BOS	1	48	36	10	2	74	156	76	Boston Bruins	251	260
1938	NHL	CHI	7	48	12	28	8	32	91	132	Chicago Black Hawks	361	261
1938	NHL	DET	5	48	18	24	6	42	107	128	Detroit Red Wings	242	262
1938	NHL	MTL	6	48	15	24	9	39	115	146	Montreal Canadiens	288	263
1938	NHL	NYA	4	48	17	21	10	44	119	157	New York Americans	284	264
1938	NHL	NYR	2	48	26	16	6	58	149	105	New York Rangers	387	265
1938	NHL	TOR	3	48	19	20	9	47	114	107	Toronto Maple Leafs	372	266
1939	NHL	BOS	1	48	31	12	5	67	170	98	Boston Bruins	330	267
1939	NHL	CHI	4	48	23	19	6	52	112	120	Chicago Black Hawks	349	268
1939	NHL	DET	5	48	16	26	6	38	90	126	Detroit Red Wings	250	269
1939	NHL	MTL	7	48	10	33	5	25	90	167	Montreal Canadiens	322	270
1939	NHL	NYA	6	48	15	29	4	34	106	140	New York Americans	236	271
1939	NHL	NYR	2	48	27	11	10	64	136	77	New York Rangers	510	272
1939	NHL	TOR	3	48	25	17	6	56	134	110	Toronto Maple Leafs	474	273
1940	NHL	BOS	1	48	27	8	13	67	168	102	Boston Bruins	246	274
1940	NHL	CHI	5	48	16	25	7	39	112	139	Chicago Black Hawks	335	275
1940	NHL	DET	3	48	21	16	11	53	112	102	Detroit Red Wings	337	276
1940	NHL	MTL	6	48	16	26	6	38	121	147	Montreal Canadiens	461	277
1940	NHL	NYA	7	48	8	29	11	27	99	186	New York Americans	231	278
1940	NHL	NYR	4	48	21	19	8	50	143	125	New York Rangers	356	279
1940	NHL	TOR	2	48	28	14	6	62	145	99	Toronto Maple Leafs	306	280
1941	NHL	BKN	7	48	16	29	3	35	133	175	Brooklyn Americans	427	281
1941	NHL	BOS	3	48	25	17	6	56	160	118	Boston Bruins	339	282
1941	NHL	CHI	4	48	22	23	3	47	145	155	Chicago Black Hawks	329	283
1941	NHL	DET	5	48	19	25	4	42	140	147	Detroit Red Wings	440	284
1941	NHL	MTL	6	48	18	27	3	39	134	173	Montreal Canadiens	482	285
1941	NHL	NYR	1	48	29	17	2	60	177	143	New York Rangers	390	286
1941	NHL	TOR	2	48	27	18	3	57	158	136	Toronto Maple Leafs	341	287
1942	NHL	BOS	2	50	24	17	9	57	195	176	Boston Bruins	354	288
1942	NHL	CHI	5	50	17	18	15	49	179	180	Chicago Black Hawks	353	289
1942	NHL	DET	1	50	25	14	11	61	169	124	Detroit Red Wings	371	290
1942	NHL	MTL	4	50	19	19	12	50	181	191	Montreal Canadiens	318	291
1942	NHL	NYR	6	50	11	31	8	30	161	253	New York Rangers	352	292
1942	NHL	TOR	3	50	22	19	9	53	198	159	Toronto Maple Leafs	421	293
1943	NHL	BOS	5	50	19	26	5	43	223	268	Boston Bruins	225	294
1943	NHL	CHI	4	50	22	23	5	49	178	187	Chicago Black Hawks	220	295
1943	NHL	DET	2	50	26	18	6	58	214	177	Detroit Red Wings	356	296
1943	NHL	MTL	1	50	38	5	7	83	234	109	Montreal Canadiens	557	297
1943	NHL	NYR	6	50	6	39	5	17	162	310	New York Rangers	253	298
1943	NHL	TOR	3	50	23	23	4	50	214	174	Toronto Maple Leafs	293	299
1944	NHL	BOS	4	50	16	30	4	36	179	219	Boston Bruins	295	300
1944	NHL	CHI	5	50	13	30	7	33	141	194	Chicago Black Hawks	250	301
1944	NHL	DET	2	50	31	14	5	67	218	161	Detroit Red Wings	285	302
1944	NHL	MTL	1	50	38	8	4	80	228	121	Montreal Canadiens	426	303
1944	NHL	NYR	6	50	11	29	10	32	154	247	New York Rangers	315	304
1944	NHL	TOR	3	50	24	22	4	52	183	161	Toronto Maple Leafs	337	305
1945	NHL	BOS	2	50	24	18	8	56	167	156	Boston Bruins	273	306
1945	NHL	CHI	3	50	23	20	7	53	200	178	Chicago Black Hawks	339	307
1945	NHL	DET	4	50	20	20	10	50	146	159	Detroit Red Wings	302	308
1945	NHL	MTL	1	50	28	17	5	61	172	134	Montreal Canadiens	337	309
1945	NHL	NYR	6	50	13	28	9	35	144	191	New York Rangers	285	310
1945	NHL	TOR	5	50	19	24	7	45	174	185	Toronto Maple Leafs	247	311
1946	NHL	BOS	3	60	26	23	11	63	190	175	Boston Bruins	463	312
1946	NHL	CHI	6	60	19	37	4	42	193	274	Chicago Black Hawks	474	313
1946	NHL	DET	4	60	22	27	11	55	190	193	Detroit Red Wings	528	314
1946	NHL	MTL	1	60	34	16	10	78	189	138	Montreal Canadiens	561	315
1946	NHL	NYR	5	60	22	32	6	50	167	186	New York Rangers	418	316
1946	NHL	TOR	2	60	31	19	10	72	209	172	Toronto Maple Leafs	669	317
1947	NHL	BOS	3	60	23	24	13	59	167	168	Boston Bruins	515	318
1947	NHL	CHI	6	60	20	34	6	46	195	225	Chicago Black Hawks	565	319
1947	NHL	DET	2	60	30	18	12	72	187	148	Detroit Red Wings	593	320
1947	NHL	MTL	5	60	20	29	11	51	147	169	Montreal Canadiens	722	321
1947	NHL	NYR	4	60	21	26	13	55	176	201	New York Rangers	482	322
1947	NHL	TOR	1	60	32	15	13	77	182	143	Toronto Maple Leafs	765	323
1948	NHL	BOS	2	60	29	23	8	66	178	163	Boston Bruins	434	324
1948	NHL	CHI	5	60	21	31	8	50	173	211	Chicago Black Hawks	695	325
1948	NHL	DET	1	60	34	19	7	75	195	145	Detroit Red Wings	621	326
1948	NHL	MTL	3	60	28	23	9	65	152	126	Montreal Canadiens	782	327
1948	NHL	NYR	6	60	18	31	11	47	133	172	New York Rangers	413	328
1948	NHL	TOR	4	60	22	25	13	57	147	161	Toronto Maple Leafs	706	329
1949	NHL	BOS	5	70	22	32	16	60	198	228	Boston Bruins	449	330
1949	NHL	CHI	6	70	22	38	10	54	203	244	Chicago Black Hawks	620	331
1949	NHL	DET	1	70	37	19	14	88	229	164	Detroit Red Wings	736	332
1949	NHL	MTL	2	70	29	22	19	77	172	150	Montreal Canadiens	736	333
1949	NHL	NYR	4	70	28	31	11	67	170	189	New York Rangers	639	334
1949	NHL	TOR	3	70	31	27	12	74	176	173	Toronto Maple Leafs	804	335
1950	NHL	BOS	4	70	22	30	18	62	178	197	Boston Bruins	654	336
1950	NHL	CHI	6	70	13	47	10	36	171	280	Chicago Black Hawks	615	337
1950	NHL	DET	1	70	44	13	13	101	236	139	Detroit Red Wings	566	338
1950	NHL	MTL	3	70	25	30	15	65	173	184	Montreal Canadiens	835	339
1950	NHL	NYR	5	70	20	29	21	61	169	201	New York Rangers	776	340
1950	NHL	TOR	2	70	41	16	13	95	212	138	Toronto Maple Leafs	823	341
1951	NHL	BOS	4	70	25	29	16	66	162	176	Boston Bruins	601	342
1951	NHL	CHI	6	70	17	44	9	43	158	241	Chicago Black Hawks	629	343
1951	NHL	DET	1	70	44	14	12	100	215	133	Detroit Red Wings	694	344
1951	NHL	MTL	2	70	34	26	10	78	195	164	Montreal Canadiens	661	345
1951	NHL	NYR	5	70	23	34	13	59	192	219	New York Rangers	530	346
1951	NHL	TOR	3	70	29	25	16	74	168	157	Toronto Maple Leafs	841	347
