year	lgID	tmID	rank	Games	Wins	Losses	Ties	Points	GF	GA	Name	PIM	tmNumber
1978	NHL	MNS	4	80	28	40	12	68	257	289	Minnesota North Stars	1102	687
1978	NHL	MTL	1	80	52	17	11	115	337	204	Montreal Canadiens	803	688
1978	NHL	NYI	1	80	51	15	14	116	358	214	New York Islanders	1077	689
1978	NHL	NYR	3	80	40	29	11	91	316	292	New York Rangers	1214	690
1978	NHL	PHI	2	80	40	25	15	95	281	248	Philadelphia Flyers	1548	691
1978	NHL	PIT	2	80	36	31	13	85	281	279	Pittsburgh Penguins	1039	692
1978	NHL	STL	3	80	18	50	12	48	249	348	St. Louis Blues	1055	693
1978	NHL	TOR	3	80	34	33	13	81	267	252	Toronto Maple Leafs	1440	694
1978	NHL	VAN	2	80	25	42	13	63	217	291	Vancouver Canucks	1134	695
1978	NHL	WAS	4	80	24	41	15	63	273	338	Washington Capitals	1312	696
1978	WHA	BIR	6	80	32	42	6	70	286	311	Birmingham Bulls	1661	697
1978	WHA	CIN	5	80	33	41	6	72	274	284	Cincinnati Stingers	1651	698
1978	WHA	CZE	9	6	1	4	1	3	14	33	Czechoslovakia	107	699
1978	WHA	EDO	1	80	48	30	2	98	340	266	Edmonton Oilers	1220	700
1978	WHA	FIN	10	1	0	1	0	0	4	8	Finland	2	701
1978	WHA	IND	7	25	5	18	2	12	78	130	Indianapolis Racers	557	702
1978	WHA	NEW	4	80	37	34	9	83	298	287	New England Whalers	1090	703
1978	WHA	QUN	2	80	41	34	5	87	288	271	Quebec Nordiques	1399	704
1978	WHA	SOV	8	6	4	1	1	9	27	20	Soviet All Stars	77	705
1978	WHA	WIJ	3	80	39	35	6	84	307	306	Winnipeg Jets	1342	706
1979	NHL	ATF	4	80	35	32	13	83	282	269	Atlanta Flames	1048	707
1979	NHL	BOS	2	80	46	21	13	105	310	234	Boston Bruins	1460	708
1979	NHL	BUF	1	80	47	17	16	110	318	201	Buffalo Sabres	967	709
1979	NHL	CHI	1	80	34	27	19	87	241	250	Chicago Black Hawks	1325	710
1979	NHL	COR	6	80	19	48	13	51	234	308	Colorado Rockies	1020	711
1979	NHL	DET	5	80	26	43	11	63	268	306	Detroit Red Wings	1114	712
1979	NHL	EDM	4	80	28	39	13	69	301	322	Edmonton Oilers	1528	713
1979	NHL	HAR	4	80	27	34	19	73	303	312	Hartford Whalers	875	714
1979	NHL	LAK	2	80	30	36	14	74	290	313	Los Angeles Kings	1124	715
1979	NHL	MNS	3	80	36	28	16	88	311	253	Minnesota North Stars	1064	716
1979	NHL	MTL	1	80	47	20	13	107	328	240	Montreal Canadiens	874	717
1979	NHL	NYI	2	80	39	28	13	91	281	247	New York Islanders	1298	718
1979	NHL	NYR	3	80	38	32	10	86	308	284	New York Rangers	1342	719
1979	NHL	PHI	1	80	48	12	20	116	327	254	Philadelphia Flyers	1844	720
1979	NHL	PIT	3	80	30	37	13	73	251	303	Pittsburgh Penguins	1038	721
1979	NHL	QUE	5	80	25	44	11	61	248	313	Quebec Nordiques	1062	722
1979	NHL	STL	2	80	34	34	12	80	266	278	St. Louis Blues	1037	723
1979	NHL	TOR	4	80	35	40	5	75	304	327	Toronto Maple Leafs	1158	724
1979	NHL	VAN	3	80	27	37	16	70	256	281	Vancouver Canucks	1808	725
1979	NHL	WAS	5	80	27	40	13	67	261	293	Washington Capitals	1198	726
1979	NHL	WIN	5	80	20	49	11	51	214	314	Winnipeg Jets	1251	727
1980	NHL	BOS	2	80	37	30	13	87	316	272	Boston Bruins	1836	728
1980	NHL	BUF	1	80	39	20	21	99	327	250	Buffalo Sabres	1194	729
1980	NHL	CAL	3	80	39	27	14	92	329	298	Calgary Flames	1450	730
1980	NHL	CHI	2	80	31	33	16	78	304	315	Chicago Black Hawks	1660	731
1980	NHL	COR	5	80	22	45	13	57	258	344	Colorado Rockies	1418	732
1980	NHL	DET	5	80	19	43	18	56	252	339	Detroit Red Wings	1687	733
1980	NHL	EDM	4	80	29	35	16	74	328	327	Edmonton Oilers	1544	734
1980	NHL	HAR	4	80	21	41	18	60	292	372	Hartford Whalers	1584	735
1980	NHL	LAK	2	80	43	24	13	99	337	290	Los Angeles Kings	1627	736
1980	NHL	MNS	3	80	35	28	17	87	291	263	Minnesota North Stars	1624	737
1980	NHL	MTL	1	80	45	22	13	103	332	232	Montreal Canadiens	1398	738
1980	NHL	NYI	1	80	48	18	14	110	355	260	New York Islanders	1442	739
1980	NHL	NYR	4	80	30	36	14	74	312	317	New York Rangers	1981	740
1980	NHL	PHI	2	80	41	24	15	97	313	249	Philadelphia Flyers	2621	741
1980	NHL	PIT	3	80	30	37	13	73	302	345	Pittsburgh Penguins	1807	742
1980	NHL	QUE	4	80	30	32	18	78	314	318	Quebec Nordiques	1524	743
1980	NHL	STL	1	80	45	18	17	107	352	281	St. Louis Blues	1657	744
1980	NHL	TOR	5	80	28	37	15	71	322	367	Toronto Maple Leafs	1830	745
1980	NHL	VAN	3	80	28	32	20	76	289	301	Vancouver Canucks	1892	746
1980	NHL	WAS	5	80	26	36	18	70	286	317	Washington Capitals	1872	747
1980	NHL	WIN	6	80	9	57	14	32	246	400	Winnipeg Jets	1191	748
1981	NHL	BOS	2	80	43	27	10	96	323	285	Boston Bruins	1266	749
1981	NHL	BUF	3	80	39	26	15	93	307	273	Buffalo Sabres	1425	750
1981	NHL	CAL	3	80	29	34	17	75	334	345	Calgary Flames	1331	751
1981	NHL	CHI	4	80	30	38	12	72	332	363	Chicago Black Hawks	1775	752
1981	NHL	COR	5	80	18	49	13	49	241	362	Colorado Rockies	1138	753
1981	NHL	DET	6	80	21	47	12	54	270	351	Detroit Red Wings	1250	754
1981	NHL	EDM	1	80	48	17	15	111	417	295	Edmonton Oilers	1473	755
1981	NHL	HAR	5	80	21	41	18	60	264	351	Hartford Whalers	1493	756
1981	NHL	LAK	4	80	24	41	15	63	314	369	Los Angeles Kings	1730	757
1981	NHL	MNS	1	80	37	23	20	94	346	288	Minnesota North Stars	1358	758
1981	NHL	MTL	1	80	46	17	17	109	360	223	Montreal Canadiens	1463	759
1981	NHL	NYI	1	80	54	16	10	118	385	250	New York Islanders	1328	760
1981	NHL	NYR	2	80	39	27	14	92	316	306	New York Rangers	1402	761
1981	NHL	PHI	3	80	38	31	11	87	325	313	Philadelphia Flyers	2493	762
1981	NHL	PIT	4	80	31	36	13	75	310	337	Pittsburgh Penguins	2212	763
1981	NHL	QUE	4	80	33	31	16	82	356	345	Quebec Nordiques	1757	764
1981	NHL	STL	3	80	32	40	8	72	315	349	St. Louis Blues	1579	765
1981	NHL	TOR	5	80	20	44	16	56	298	380	Toronto Maple Leafs	1888	766
1981	NHL	VAN	2	80	30	33	17	77	290	286	Vancouver Canucks	1840	767
1981	NHL	WAS	5	80	26	41	13	65	319	338	Washington Capitals	1932	768
1981	NHL	WIN	2	80	33	33	14	80	319	332	Winnipeg Jets	1314	769
1982	NHL	BOS	1	80	50	20	10	110	327	228	Boston Bruins	1202	770
1982	NHL	BUF	3	80	38	29	13	89	318	285	Buffalo Sabres	1031	771
1982	NHL	CAL	2	80	32	34	14	78	321	317	Calgary Flames	1146	772
1982	NHL	CHI	1	80	47	23	10	104	338	268	Chicago Black Hawks	1185	773
1982	NHL	DET	5	80	21	44	15	57	263	344	Detroit Red Wings	1064	774
1982	NHL	EDM	1	80	47	21	12	106	424	315	Edmonton Oilers	1771	775
1982	NHL	HAR	5	80	19	54	7	45	261	403	Hartford Whalers	1392	776
1982	NHL	LAK	5	80	27	41	12	66	308	365	Los Angeles Kings	1367	777
1982	NHL	MNS	2	80	40	24	16	96	321	290	Minnesota North Stars	1520	778
1982	NHL	MTL	2	80	42	24	14	98	350	286	Montreal Canadiens	1116	779
1982	NHL	NJD	5	80	17	49	14	48	230	338	New Jersey Devils	1270	780
1982	NHL	NYI	2	80	42	26	12	96	302	226	New York Islanders	1266	781
1982	NHL	NYR	4	80	35	35	10	80	306	287	New York Rangers	1100	782
1982	NHL	PHI	1	80	49	23	8	106	326	240	Philadelphia Flyers	1337	783
1982	NHL	PIT	6	80	18	53	9	45	257	394	Pittsburgh Penguins	1859	784
1982	NHL	QUE	4	80	34	34	12	80	343	336	Quebec Nordiques	1648	785
1982	NHL	STL	4	80	25	40	15	65	285	316	St. Louis Blues	1281	786
1982	NHL	TOR	3	80	28	40	12	68	293	330	Toronto Maple Leafs	1481	787
1982	NHL	VAN	3	80	30	35	15	75	303	309	Vancouver Canucks	1639	788
1982	NHL	WAS	3	80	39	25	16	94	306	283	Washington Capitals	1329	789
1982	NHL	WIN	4	80	33	39	8	74	311	333	Winnipeg Jets	1089	790
1983	NHL	BOS	1	80	49	25	6	104	336	261	Boston Bruins	1606	791
1983	NHL	BUF	2	80	48	25	7	103	315	257	Buffalo Sabres	1190	792
1983	NHL	CAL	2	80	34	32	14	82	311	314	Calgary Flames	1390	793
1983	NHL	CHI	4	80	30	42	8	68	277	311	Chicago Black Hawks	1358	794
1983	NHL	DET	3	80	31	42	7	69	298	323	Detroit Red Wings	1546	795
1983	NHL	EDM	1	80	57	18	5	119	446	314	Edmonton Oilers	1577	796
1983	NHL	HAR	5	80	28	42	10	66	288	320	Hartford Whalers	1184	797
1983	NHL	LAK	5	80	23	44	13	59	309	376	Los Angeles Kings	1265	798
1983	NHL	MNS	1	80	39	31	10	88	345	344	Minnesota North Stars	1696	799
1983	NHL	MTL	4	80	35	40	5	75	286	295	Montreal Canadiens	1371	800
1983	NHL	NJD	5	80	17	56	7	41	231	350	New Jersey Devils	1352	801
1983	NHL	NYI	1	80	50	26	4	104	357	269	New York Islanders	1157	802
1983	NHL	NYR	4	80	42	29	9	93	314	304	New York Rangers	1471	803
1983	NHL	PHI	3	80	44	26	10	98	350	290	Philadelphia Flyers	1488	804
1983	NHL	PIT	6	80	16	58	6	38	254	390	Pittsburgh Penguins	1695	805
1983	NHL	QUE	3	80	42	28	10	94	360	278	Quebec Nordiques	1600	806
1983	NHL	STL	2	80	32	41	7	71	293	316	St. Louis Blues	1614	807
1983	NHL	TOR	5	80	26	45	9	61	303	387	Toronto Maple Leafs	1682	808
1983	NHL	VAN	3	80	32	39	9	73	306	328	Vancouver Canucks	1474	809
1983	NHL	WAS	2	80	48	27	5	101	308	226	Washington Capitals	1252	810
1983	NHL	WIN	4	80	31	38	11	73	340	374	Winnipeg Jets	1579	811
1984	NHL	BOS	4	80	36	34	10	82	303	287	Boston Bruins	1825	812
1984	NHL	BUF	3	80	38	28	14	90	290	237	Buffalo Sabres	1221	813
1984	NHL	CAL	3	80	41	27	12	94	363	302	Calgary Flames	1400	814
1984	NHL	CHI	2	80	38	35	7	83	309	299	Chicago Black Hawks	1432	815
1984	NHL	DET	3	80	27	41	12	66	313	357	Detroit Red Wings	1741	816
1984	NHL	EDM	1	80	49	20	11	109	401	298	Edmonton Oilers	1567	817
1984	NHL	HAR	5	80	30	41	9	69	268	318	Hartford Whalers	1606	818
1984	NHL	LAK	4	80	34	32	14	82	339	326	Los Angeles Kings	1413	819
1984	NHL	MNS	4	80	25	43	12	62	268	321	Minnesota North Stars	1735	820
1984	NHL	MTL	1	80	41	27	12	94	309	262	Montreal Canadiens	1464	821
1984	NHL	NJD	5	80	22	48	10	54	264	346	New Jersey Devils	1282	822
1984	NHL	NYI	3	80	40	34	6	86	345	312	New York Islanders	1516	823
1984	NHL	NYR	4	80	26	44	10	62	295	345	New York Rangers	1301	824
1984	NHL	PHI	1	80	53	20	7	113	348	241	Philadelphia Flyers	1540	825
1984	NHL	PIT	6	80	24	51	5	53	276	385	Pittsburgh Penguins	1493	826
1984	NHL	QUE	2	80	41	30	9	91	323	275	Quebec Nordiques	1643	827
1984	NHL	STL	1	80	37	31	12	86	299	288	St. Louis Blues	1301	828
1984	NHL	TOR	5	80	20	52	8	48	253	358	Toronto Maple Leafs	1627	829
1984	NHL	VAN	5	80	25	46	9	59	284	401	Vancouver Canucks	1451	830
1984	NHL	WAS	2	80	46	25	9	101	322	240	Washington Capitals	1161	831
1984	NHL	WIN	2	80	43	27	10	96	358	332	Winnipeg Jets	1540	832
1985	NHL	BOS	3	80	37	31	12	86	311	288	Boston Bruins	1919	833
1985	NHL	BUF	5	80	37	37	6	80	296	291	Buffalo Sabres	1608	834
1985	NHL	CAL	2	80	40	31	9	89	354	315	Calgary Flames	2297	835
1985	NHL	CHI	1	80	39	33	8	86	351	349	Chicago Black Hawks	1537	836
1985	NHL	DET	5	80	17	57	6	40	266	415	Detroit Red Wings	2393	837
1985	NHL	EDM	1	80	56	17	7	119	426	310	Edmonton Oilers	1928	838
1985	NHL	HAR	4	80	40	36	4	84	332	302	Hartford Whalers	1759	839
1985	NHL	LAK	5	80	23	49	8	54	284	389	Los Angeles Kings	2004	840
1985	NHL	MNS	2	80	38	33	9	85	327	305	Minnesota North Stars	1672	841
1985	NHL	MTL	2	80	40	33	7	87	330	280	Montreal Canadiens	1372	842
1985	NHL	NJD	6	80	28	49	3	59	300	374	New Jersey Devils	1424	843
1985	NHL	NYI	3	80	39	29	12	90	327	284	New York Islanders	1343	844
1985	NHL	NYR	4	80	36	38	6	78	280	276	New York Rangers	1496	845
1985	NHL	PHI	1	80	53	23	4	110	335	241	Philadelphia Flyers	2025	846
1985	NHL	PIT	5	80	34	38	8	76	313	305	Pittsburgh Penguins	1538	847
1985	NHL	QUE	1	80	43	31	6	92	330	289	Quebec Nordiques	1847	848
1985	NHL	STL	3	80	37	34	9	83	302	291	St. Louis Blues	1478	849
1985	NHL	TOR	4	80	25	48	7	57	311	386	Toronto Maple Leafs	1716	850
1985	NHL	VAN	4	80	23	44	13	59	282	333	Vancouver Canucks	1813	851
1985	NHL	WAS	2	80	50	23	7	107	315	272	Washington Capitals	1418	852
1985	NHL	WIN	3	80	26	47	7	59	295	372	Winnipeg Jets	1774	853
1986	NHL	BOS	3	80	39	34	7	85	301	276	Boston Bruins	1870	854
1986	NHL	BUF	5	80	28	44	8	64	280	308	Buffalo Sabres	1810	855
1986	NHL	CAL	2	80	46	31	3	95	318	289	Calgary Flames	2036	856
1986	NHL	CHI	3	80	29	37	14	72	290	310	Chicago Blackhawks	1692	857
1986	NHL	DET	2	80	34	36	10	78	260	274	Detroit Red Wings	2209	858
1986	NHL	EDM	1	80	50	24	6	106	372	284	Edmonton Oilers	1721	859
1986	NHL	HAR	1	80	43	30	7	93	287	270	Hartford Whalers	1496	860
1986	NHL	LAK	4	80	31	41	8	70	318	341	Los Angeles Kings	2038	861
1986	NHL	MNS	5	80	30	40	10	70	296	314	Minnesota North Stars	1936	862
1986	NHL	MTL	2	80	41	29	10	92	277	241	Montreal Canadiens	1802	863
1986	NHL	NJD	6	80	29	45	6	64	293	368	New Jersey Devils	1735	864
1986	NHL	NYI	3	80	35	33	12	82	279	281	New York Islanders	1857	865
1986	NHL	NYR	4	80	34	38	8	76	307	323	New York Rangers	1718	866
1986	NHL	PHI	1	80	46	26	8	100	310	245	Philadelphia Flyers	2082	867
1986	NHL	PIT	5	80	30	38	12	72	297	290	Pittsburgh Penguins	1693	868
1986	NHL	QUE	4	80	31	39	10	72	267	276	Quebec Nordiques	1741	869
1986	NHL	STL	1	80	32	33	15	79	281	293	St. Louis Blues	1572	870
1986	NHL	TOR	4	80	32	42	6	70	286	319	Toronto Maple Leafs	1827	871
1986	NHL	VAN	5	80	29	43	8	66	282	314	Vancouver Canucks	1917	872
1986	NHL	WAS	2	80	38	32	10	86	285	278	Washington Capitals	1720	873
1986	NHL	WIN	3	80	40	32	8	88	279	271	Winnipeg Jets	1537	874
1987	NHL	BOS	2	80	44	30	6	94	300	251	Boston Bruins	2443	875
1987	NHL	BUF	3	80	37	32	11	85	283	305	Buffalo Sabres	2277	876
1987	NHL	CAL	1	80	48	23	9	105	397	305	Calgary Flames	2431	877
1987	NHL	CHI	3	80	30	41	9	69	284	328	Chicago Blackhawks	2228	878
1987	NHL	DET	1	80	41	28	11	93	322	269	Detroit Red Wings	2391	879
1987	NHL	EDM	2	80	44	25	11	99	363	288	Edmonton Oilers	2173	880
1987	NHL	HAR	4	80	35	38	7	77	249	267	Hartford Whalers	2046	881
1987	NHL	LAK	4	80	30	42	8	68	318	359	Los Angeles Kings	2124	882
1987	NHL	MNS	5	80	19	48	13	51	242	349	Minnesota North Stars	2313	883
1987	NHL	MTL	1	80	45	22	13	103	298	238	Montreal Canadiens	1830	884
1987	NHL	NJD	4	80	38	36	6	82	295	296	New Jersey Devils	2315	885
1987	NHL	NYI	1	80	39	31	10	88	308	267	New York Islanders	1732	886
1987	NHL	NYR	5	80	36	34	10	82	300	283	New York Rangers	1775	887
1987	NHL	PHI	3	80	38	33	9	85	292	292	Philadelphia Flyers	2194	888
1987	NHL	PIT	6	80	36	35	9	81	319	316	Pittsburgh Penguins	2211	889
1987	NHL	QUE	5	80	32	43	5	69	271	306	Quebec Nordiques	2042	890
1987	NHL	STL	2	80	34	38	8	76	278	294	St. Louis Blues	1919	891
1987	NHL	TOR	4	80	21	49	10	52	273	345	Toronto Maple Leafs	1782	892
1987	NHL	VAN	5	80	25	46	9	59	272	320	Vancouver Canucks	2196	893
1987	NHL	WAS	2	80	38	33	9	85	281	249	Washington Capitals	1680	894
1987	NHL	WIN	3	80	33	36	11	77	292	310	Winnipeg Jets	2278	895
1988	NHL	BOS	2	80	37	29	14	88	289	256	Boston Bruins	1929	896
1988	NHL	BUF	3	80	38	35	7	83	291	299	Buffalo Sabres	2034	897
1988	NHL	CAL	1	80	54	17	9	117	354	226	Calgary Flames	2444	898
1988	NHL	CHI	4	80	27	41	12	66	297	335	Chicago Blackhawks	2496	899
1988	NHL	DET	1	80	34	34	12	80	313	316	Detroit Red Wings	2245	900
1988	NHL	EDM	3	80	38	34	8	84	325	306	Edmonton Oilers	1931	901
1988	NHL	HAR	4	80	37	38	5	79	299	290	Hartford Whalers	1672	902
1988	NHL	LAK	2	80	42	31	7	91	376	335	Los Angeles Kings	2215	903
1988	NHL	MNS	3	80	27	37	16	70	258	278	Minnesota North Stars	1972	904
1988	NHL	MTL	1	80	53	18	9	115	315	218	Montreal Canadiens	1537	905
1988	NHL	NJD	5	80	27	41	12	66	281	325	New Jersey Devils	2499	906
1988	NHL	NYI	6	80	28	47	5	61	265	325	New York Islanders	1822	907
1988	NHL	NYR	3	80	37	35	8	82	310	307	New York Rangers	1891	908
1988	NHL	PHI	4	80	36	36	8	80	307	285	Philadelphia Flyers	2317	909
1988	NHL	PIT	2	80	40	33	7	87	347	349	Pittsburgh Penguins	2670	910
1988	NHL	QUE	5	80	27	46	7	61	269	342	Quebec Nordiques	2004	911
1988	NHL	STL	2	80	33	35	12	78	275	285	St. Louis Blues	1675	912
1988	NHL	TOR	5	80	28	46	6	62	259	342	Toronto Maple Leafs	1740	913
1988	NHL	VAN	4	80	33	39	8	74	251	253	Vancouver Canucks	1569	914
1988	NHL	WAS	1	80	41	29	10	92	305	259	Washington Capitals	1836	915
1988	NHL	WIN	5	80	26	42	12	64	300	355	Winnipeg Jets	1843	916
1989	NHL	BOS	1	80	46	25	9	101	289	232	Boston Bruins	1458	917
1989	NHL	BUF	2	80	45	27	8	98	286	248	Buffalo Sabres	1449	918
1989	NHL	CAL	1	80	42	23	15	99	348	265	Calgary Flames	1751	919
1989	NHL	CHI	1	80	41	33	6	88	316	294	Chicago Blackhawks	2426	920
1989	NHL	DET	5	80	28	38	14	70	288	323	Detroit Red Wings	2140	921
1989	NHL	EDM	2	80	38	28	14	90	315	283	Edmonton Oilers	2046	922
1989	NHL	HAR	4	80	38	33	9	85	275	268	Hartford Whalers	2102	923
1989	NHL	LAK	4	80	34	39	7	75	338	337	Los Angeles Kings	1844	924
1989	NHL	MNS	4	80	36	40	4	76	284	291	Minnesota North Stars	2041	925
1989	NHL	MTL	3	80	41	28	11	93	288	234	Montreal Canadiens	1590	926
1989	NHL	NJD	2	80	37	34	9	83	295	288	New Jersey Devils	1659	927
1989	NHL	NYI	4	80	31	38	11	73	281	288	New York Islanders	1777	928
1989	NHL	NYR	1	80	36	31	13	85	279	267	New York Rangers	2021	929
1989	NHL	PHI	6	80	30	39	11	71	290	297	Philadelphia Flyers	2067	930
1989	NHL	PIT	5	80	32	40	8	72	318	359	Pittsburgh Penguins	2132	931
1989	NHL	QUE	5	80	12	61	7	31	240	407	Quebec Nordiques	2104	932
1989	NHL	STL	2	80	37	34	9	83	295	279	St. Louis Blues	1809	933
1989	NHL	TOR	3	80	38	38	4	80	337	358	Toronto Maple Leafs	2419	934
1989	NHL	VAN	5	80	25	41	14	64	245	306	Vancouver Canucks	1644	935
1989	NHL	WAS	3	80	36	38	6	78	284	275	Washington Capitals	2204	936
1989	NHL	WIN	3	80	37	32	11	85	298	290	Winnipeg Jets	1639	937
1990	NHL	BOS	1	80	44	24	12	100	299	264	Boston Bruins	1694	938
1990	NHL	BUF	3	80	31	30	19	81	292	278	Buffalo Sabres	1733	939
1990	NHL	CAL	2	80	46	26	8	100	344	263	Calgary Flames	2201	940
1990	NHL	CHI	1	80	49	23	8	106	284	211	Chicago Blackhawks	2412	941
1990	NHL	DET	3	80	34	38	8	76	273	298	Detroit Red Wings	1940	942
1990	NHL	EDM	3	80	37	37	6	80	272	272	Edmonton Oilers	1823	943
1990	NHL	HAR	4	80	31	38	11	73	238	276	Hartford Whalers	2209	944
1990	NHL	LAK	1	80	46	24	10	102	340	254	Los Angeles Kings	2228	945
1990	NHL	MNS	4	80	27	39	14	68	256	266	Minnesota North Stars	1964	946
1990	NHL	MTL	2	80	39	30	11	89	273	249	Montreal Canadiens	1425	947
1990	NHL	NJD	4	80	32	33	15	79	272	264	New Jersey Devils	2024	948
1990	NHL	NYI	6	80	25	45	10	60	223	290	New York Islanders	1723	949
1990	NHL	NYR	2	80	36	31	13	85	297	265	New York Rangers	1893	950
1990	NHL	PHI	5	80	33	37	10	76	252	267	Philadelphia Flyers	1945	951
1990	NHL	PIT	1	80	41	33	6	88	342	305	Pittsburgh Penguins	1641	952
1990	NHL	QUE	5	80	16	50	14	46	236	354	Quebec Nordiques	1741	953
1990	NHL	STL	2	80	47	22	11	105	310	250	St. Louis Blues	1987	954
1990	NHL	TOR	5	80	23	46	11	57	241	318	Toronto Maple Leafs	1962	955
1990	NHL	VAN	4	80	28	43	9	65	243	315	Vancouver Canucks	2063	956
1990	NHL	WAS	3	80	37	36	7	81	258	258	Washington Capitals	1839	957
1990	NHL	WIN	5	80	26	43	11	63	260	288	Winnipeg Jets	1675	958
1991	NHL	BOS	2	80	36	32	12	84	270	275	Boston Bruins	1752	959
1991	NHL	BUF	3	80	31	37	12	74	289	299	Buffalo Sabres	2713	960
1991	NHL	CAL	5	80	31	37	12	74	296	305	Calgary Flames	2643	961
1991	NHL	CHI	2	80	36	29	15	87	257	236	Chicago Blackhawks	2663	962
1991	NHL	DET	1	80	43	25	12	98	320	256	Detroit Red Wings	2078	963
1991	NHL	EDM	3	80	36	34	10	82	295	297	Edmonton Oilers	1907	964
1991	NHL	HAR	4	80	26	41	13	65	247	283	Hartford Whalers	1793	965
1991	NHL	LAK	2	80	35	31	14	84	287	296	Los Angeles Kings	2161	966
1991	NHL	MNS	4	80	32	42	6	70	246	278	Minnesota North Stars	2169	967
1991	NHL	MTL	1	80	41	28	11	93	267	207	Montreal Canadiens	1556	968
1991	NHL	NJD	4	80	38	31	11	87	289	259	New Jersey Devils	1611	969
1991	NHL	NYI	5	80	34	35	11	79	291	299	New York Islanders	1713	970
1991	NHL	NYR	1	80	50	25	5	105	321	246	New York Rangers	1805	971
1991	NHL	PHI	6	80	32	37	11	75	252	273	Philadelphia Flyers	1838	972
1991	NHL	PIT	3	80	39	32	9	87	343	308	Pittsburgh Penguins	1907	973
1991	NHL	QUE	5	80	20	48	12	52	255	318	Quebec Nordiques	2044	974
1991	NHL	SJS	6	80	17	58	5	39	219	359	San Jose Sharks	1894	975
1991	NHL	STL	3	80	36	33	11	83	279	266	St. Louis Blues	2041	976
1991	NHL	TOR	5	80	30	43	7	67	234	294	Toronto Maple Leafs	1734	977
1991	NHL	VAN	1	80	42	26	12	96	285	250	Vancouver Canucks	2075	978
1991	NHL	WAS	2	80	45	27	8	98	330	275	Washington Capitals	1777	979
1991	NHL	WIN	4	80	33	32	15	81	251	244	Winnipeg Jets	1907	980
1992	NHL	BOS	1	84	51	26	7	109	332	268	Boston Bruins	1552	981
1992	NHL	BUF	4	84	38	36	10	86	335	297	Buffalo Sabres	1873	982
1992	NHL	CAL	2	84	43	30	11	97	322	282	Calgary Flames	1951	983
1992	NHL	CHI	1	84	47	25	12	106	279	230	Chicago Blackhawks	2394	984
1992	NHL	DET	2	84	47	28	9	103	369	280	Detroit Red Wings	1832	985
1992	NHL	EDM	5	84	26	50	8	60	242	337	Edmonton Oilers	2027	986
1992	NHL	HAR	5	84	26	52	6	58	284	369	Hartford Whalers	2354	987
1992	NHL	LAK	3	84	39	35	10	88	338	340	Los Angeles Kings	2247	988
1992	NHL	MNS	5	84	36	38	10	82	272	293	Minnesota North Stars	1885	989
1992	NHL	MTL	3	84	48	30	6	102	326	280	Montreal Canadiens	1788	990
1992	NHL	NJD	4	84	40	37	7	87	308	299	New Jersey Devils	1815	991
1992	NHL	NYI	3	84	40	37	7	87	335	297	New York Islanders	1701	992
1992	NHL	NYR	6	84	34	39	11	79	304	308	New York Rangers	1657	993
1992	NHL	OTT	6	84	10	70	4	24	202	395	Ottawa Senators	1716	994
1992	NHL	PHI	5	84	36	37	11	83	319	319	Philadelphia Flyers	1887	995
1992	NHL	PIT	1	84	56	21	7	119	367	268	Pittsburgh Penguins	1776	996
1992	NHL	QUE	2	84	47	27	10	104	351	300	Quebec Nordiques	1846	997
1992	NHL	SJS	6	84	11	71	2	24	218	414	San Jose Sharks	2134	998
1992	NHL	STL	4	84	37	36	11	85	282	278	St. Louis Blues	1889	999
1992	NHL	TBL	6	84	23	54	7	53	245	332	Tampa Bay Lightning	1625	1000
1992	NHL	TOR	3	84	44	29	11	99	288	241	Toronto Maple Leafs	1815	1001
1992	NHL	VAN	1	84	46	29	9	101	346	278	Vancouver Canucks	2326	1002
1992	NHL	WAS	2	84	43	34	7	93	325	286	Washington Capitals	1709	1003
1992	NHL	WIN	4	84	40	37	7	87	322	320	Winnipeg Jets	1851	1004
1993	NHL	ANA	4	84	33	46	5	71	229	251	Mighty Ducks of Anaheim	1507	1005
1993	NHL	BOS	2	84	42	29	13	97	289	252	Boston Bruins	1442	1006
1993	NHL	BUF	4	84	43	32	9	95	282	218	Buffalo Sabres	1760	1007
1993	NHL	CAL	1	84	42	29	13	97	302	256	Calgary Flames	1847	1008
1993	NHL	CHI	5	84	39	36	9	87	254	240	Chicago Blackhawks	2125	1009
1993	NHL	DAL	3	84	42	29	13	97	286	265	Dallas Stars	1919	1010
1993	NHL	DET	1	84	46	30	8	100	356	275	Detroit Red Wings	1775	1011
1993	NHL	EDM	6	84	25	45	14	64	261	305	Edmonton Oilers	1858	1012
1993	NHL	FLO	5	84	33	34	17	83	233	233	Florida Panthers	1620	1013
1993	NHL	HAR	6	84	27	48	9	63	227	288	Hartford Whalers	1809	1014
1993	NHL	LAK	5	84	27	45	12	66	294	322	Los Angeles Kings	2017	1015
1993	NHL	MTL	3	84	41	29	14	96	283	248	Montreal Canadiens	1524	1016
1993	NHL	NJD	2	84	47	25	12	106	306	220	New Jersey Devils	1734	1017
1993	NHL	NYI	4	84	36	36	12	84	282	264	New York Islanders	1787	1018
1993	NHL	NYR	1	84	52	24	8	112	299	231	New York Rangers	1688	1019
1993	NHL	OTT	7	84	14	61	9	37	201	397	Ottawa Senators	1710	1020
1993	NHL	PHI	6	84	35	39	10	80	294	314	Philadelphia Flyers	1697	1021
1993	NHL	PIT	1	84	44	27	13	101	299	285	Pittsburgh Penguins	1624	1022
